出し,動詞,非自立,,,五段・サ行,連用形,出す,ダシ,ダシ
て,助詞,接続助詞,,,,,て,テ,テ
から,助詞,格助詞,一般,,,,から,カラ,カラ
、,記号,読点,,,,,、,、,、
やつ,名詞,代名詞,一般,,,,やつ,ヤツ,ヤツ
と,助詞,並立助詞,,,,,と,ト,ト
鼠,名詞,一般,,,,,鼠,ネズミ,ネズミ
の,助詞,連体化,,,,,の,ノ,ノ
災難,名詞,一般,,,,,災難,サイナン,サイナン
だけ,助詞,副助詞,,,,,だけ,ダケ,ダケ
は,助詞,係助詞,,,,,は,ハ,ワ
免れ,動詞,自立,,,一段,連用形,免れる,マヌカレ,マヌカレ
た,助動詞,,,,特殊・タ,基本形,た,タ,タ
こと,名詞,非自立,一般,,,,こと,コト,コト
を,助詞,格助詞,一般,,,,を,ヲ,ヲ
喜ん,動詞,自立,,,五段・バ行,連用タ接続,喜ぶ,ヨロコン,ヨロコン
で,助詞,接続助詞,,,,,で,デ,デ
ゐ,動詞,自立,,,一段,連用形,ゐる,ヰ,イ
た,助動詞,,,,特殊・タ,基本形,た,タ,タ
。,記号,句点,,,,,。,。,。
半年,名詞,副詞可能,,,,,半年,ハントシ,ハントシ
ばかり,助詞,副助詞,,,,,ばかり,バカリ,バカリ
たつ,動詞,自立,,,五段・タ行,基本形,たつ,タツ,タツ
た,助動詞,,,,特殊・タ,基本形,た,タ,タ
後,名詞,非自立,副詞可能,,,,後,ノチ,ノチ
、,記号,読点,,,,,、,、,、
彼等,名詞,代名詞,一般,,,,彼等,カレラ,カレラ
は,助詞,係助詞,,,,,は,ハ,ワ
東京,名詞,固有名詞,地域,一般,,,東京,トウキョウ,トーキョー
へ,助詞,格助詞,一般,,,,へ,ヘ,エ
移る,動詞,自立,,,五段・ラ行,基本形,移る,ウツル,ウツル
こと,名詞,非自立,一般,,,,こと,コト,コト
に,助詞,格助詞,一般,,,,に,ニ,ニ
なつ,名詞,固有名詞,人名,名,,,なつ,ナツ,ナツ
た,助動詞,,,,特殊・タ,基本形,た,タ,タ
。,記号,句点,,,,,。,。,。
勿論,副詞,一般,,,,,勿論,モチロン,モチロン
猫,名詞,一般,,,,,猫,ネコ,ネコ
も,助詞,係助詞,,,,,も,モ,モ
一,名詞,数,,,,,一,イチ,イチ
し,動詞,自立,,,サ変・スル,連用形,する,シ,シ
よだつ,動詞,自立,,,五段・タ行,基本形,よだつ,ヨダツ,ヨダツ
た,助動詞,,,,特殊・タ,基本形,た,タ,タ
。,記号,句点,,,,,。,。,。
しかし,接続詞,,,,,,しかし,シカシ,シカシ
彼等,名詞,代名詞,一般,,,,彼等,カレラ,カレラ
は,助詞,係助詞,,,,,は,ハ,ワ
東京,名詞,固有名詞,地域,一般,,,東京,トウキョウ,トーキョー
へ,助詞,格助詞,一般,,,,へ,ヘ,エ
移る,動詞,自立,,,五段・ラ行,基本形,移る,ウツル,ウツル
と,助詞,接続助詞,,,,,と,ト,ト
、,記号,読点,,,,,、,、,、
いつか,名詞,副詞可能,,,,,いつか,イツカ,イツカ
猫,名詞,一般,,,,,猫,ネコ,ネコ
が,助詞,格助詞,一般,,,,が,ガ,ガ
前,名詞,副詞可能,,,,,前,マエ,マエ
の,助詞,連体化,,,,,の,ノ,ノ
やう,名詞,非自立,助動詞語幹,,,,やう,ヤウ,ヨー
に,助詞,副詞化,,,,,に,ニ,ニ
鼠,名詞,一般,,,,,鼠,ネズミ,ネズミ
を,助詞,格助詞,一般,,,,を,ヲ,ヲ
とら,動詞,自立,,,五段・ラ行,未然形,とる,トラ,トラ
ない,助動詞,,,,特殊・ナイ,基本形,ない,ナイ,ナイ
の,名詞,非自立,一般,,,,の,ノ,ノ
に,助詞,格助詞,一般,,,,に,ニ,ニ
気づき,動詞,自立,,,五段・カ行イ音便,連用形,気づく,キヅキ,キズキ
出し,動詞,非自立,,,五段・サ行,連用形,出す,ダシ,ダシ
た,助動詞,,,,特殊・タ,基本形,た,タ,タ
。,記号,句点,,,,,。,。,。
「,記号,括弧開,,,,,「,「,「
どう,副詞,助詞類接続,,,,,どう,ドウ,ドー
し,動詞,自立,,,サ変・スル,連用形,する,シ,シ
た,助動詞,,,,特殊・タ,基本形,た,タ,タ
ん,名詞,非自立,一般,,,,ん,ン,ン
だら,助動詞,,,,特殊・ダ,未然形,だ,ダラ,ダラ
う,助動詞,,,,不変化型,基本形,う,ウ,ウ
？,記号,一般,,,,,？,？,？
　,記号,空白,,,,,　,　,　
肉,名詞,一般,,,,,肉,ニク,ニク
や,助詞,並立助詞,,,,,や,ヤ,ヤ
刺身,名詞,一般,,,,,刺身,サシミ,サシミ
を,助詞,格助詞,一般,,,,を,ヲ,ヲ
食,動詞,自立,,,一段,連用形,食る,クエ,クエ
はせる,動詞,自立,,,一段,基本形,はせる,ハセル,ハセル
から,助詞,接続助詞,,,,,から,カラ,カラ
かしら,助詞,終助詞,,,,,かしら,カシラ,カシラ
？,記号,一般,,,,,？,？,？
［＃,名詞,サ変接続,,,,,［＃,［＃,［＃
底本,名詞,一般,,,,,底本,テイホン,テイホン
で,助詞,格助詞,一般,,,,で,デ,デ
は,助詞,係助詞,,,,,は,ハ,ワ
「,記号,括弧開,,,,,「,「,「
？,記号,一般,,,,,？,？,？
」,記号,括弧閉,,,,,」,」,」
の,助詞,連体化,,,,,の,ノ,ノ
後,名詞,非自立,副詞可能,,,,後,ノチ,ノチ
は,助詞,係助詞,,,,,は,ハ,ワ
１,名詞,数,,,,,１,イチ,イチ
字,名詞,接尾,助数詞,,,,字,ジ,ジ
アキ,名詞,固有名詞,人名,名,,,アキ,アキ,アキ
］,記号,括弧閉,,,,,］,］,］
」,記号,括弧閉,,,,,」,」,」
「,記号,括弧開,,,,,「,「,「
この間,名詞,副詞可能,,,,,この間,コノカン,コノカン
Ｒ,記号,アルファベット,,,,,Ｒ,アール,アール
さん,名詞,接尾,人名,,,,さん,サン,サン
が,助詞,格助詞,一般,,,,が,ガ,ガ
さ,動詞,自立,,,サ変・スル,未然レル接続,する,サ,サ
う,助動詞,,,,不変化型,基本形,う,ウ,ウ
言,名詞,一般,,,,,言,ゲン,ゲン
つて,名詞,一般,,,,,つて,ツテ,ツテ
ゐ,動詞,自立,,,一段,連用形,ゐる,ヰ,イ
まし,助動詞,,,,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,,,,特殊・タ,基本形,た,タ,タ
よ,助詞,終助詞,,,,,よ,ヨ,ヨ
。,記号,句点,,,,,。,。,。
猫,名詞,一般,,,,,猫,ネコ,ネコ
は,助詞,係助詞,,,,,は,ハ,ワ
塩,名詞,一般,,,,,塩,シオ,シオ
の,助詞,連体化,,,,,の,ノ,ノ
味,名詞,一般,,,,,味,アジ,アジ
を,助詞,格助詞,一般,,,,を,ヲ,ヲ
覚える,動詞,自立,,,一段,基本形,覚える,オボエル,オボエル
と,助詞,接続助詞,,,,,と,ト,ト
、,記号,読点,,,,,、,、,、
だんだん,副詞,一般,,,,,だんだん,ダンダン,ダンダン
鼠,名詞,一般,,,,,鼠,ネズミ,ネズミ
を,助詞,格助詞,一般,,,,を,ヲ,ヲ
とら,動詞,自立,,,五段・ラ行,未然形,とる,トラ,トラ
ない,助動詞,,,,特殊・ナイ,基本形,ない,ナイ,ナイ
やう,名詞,非自立,助動詞語幹,,,,やう,ヤウ,ヨー
に,助詞,格助詞,一般,,,,に,ニ,ニ
なる,動詞,自立,,,五段・ラ行,基本形,なる,ナル,ナル
つて,名詞,一般,,,,,つて,ツテ,ツテ
。,記号,句点,,,,,。,。,。
」,記号,括弧閉,,,,,」,」,」
——,名詞,サ変接続,,,,,——,——,——
彼等,名詞,代名詞,一般,,,,彼等,カレラ,カレラ
は,助詞,係助詞,,,,,は,ハ,ワ
そんな,連体詞,,,,,,そんな,ソンナ,ソンナ
こと,名詞,非自立,一般,,,,こと,コト,コト
を,助詞,格助詞,一般,,,,を,ヲ,ヲ
話し,動詞,自立,,,五段・サ行,連用形,話す,ハナシ,ハナシ
合,名詞,接尾,一般,,,,合,アイ,アイ
つた,名詞,固有名詞,人名,名,,,つた,ツタ,ツタ
末,名詞,接尾,副詞可能,,,,末,マツ,マツ
、,記号,読点,,,,,、,、,、
試み,名詞,一般,,,,,試み,ココロミ,ココロミ
に,助詞,格助詞,一般,,,,に,ニ,ニ
猫,名詞,一般,,,,,猫,ネコ,ネコ
を,助詞,格助詞,一般,,,,を,ヲ,ヲ
餓,動詞,自立,,,一段,連用形,餓る,カツエ,カツエ
ゑさせることにした,名詞,一般,,,,,ゑさせることにした,ゑさせることにした,ゑさせることにした
。,記号,句点,,,,,。,。,。
しかし,接続詞,,,,,,しかし,シカシ,シカシ
、,記号,読点,,,,,、,、,、
猫,名詞,一般,,,,,猫,ネコ,ネコ
は,助詞,係助詞,,,,,は,ハ,ワ
いつ,名詞,代名詞,一般,,,,いつ,イツ,イツ
まで,助詞,副助詞,,,,,まで,マデ,マデ
待つ,動詞,自立,,,五段・タ行,基本形,待つ,マツ,マツ
て,助詞,接続助詞,,,,,て,テ,テ
も,助詞,係助詞,,,,,も,モ,モ
、,記号,読点,,,,,、,、,、
鼠,名詞,一般,,,,,鼠,ネズミ,ネズミ
を,助詞,格助詞,一般,,,,を,ヲ,ヲ
とつ,名詞,一般,,,,,とつ,トツ,トツ
た,助動詞,,,,特殊・タ,基本形,た,タ,タ
こと,名詞,非自立,一般,,,,こと,コト,コト
は,助詞,係助詞,,,,,は,ハ,ワ
一,名詞,数,,,,,一,イチ,イチ
度,名詞,接尾,助数詞,,,,度,ド,ド
も,助詞,係助詞,,,,,も,モ,モ
なかつ,助動詞,,,,特殊・ナイ,連用タ接続,ない,ナカツ,ナカッ
た,助動詞,,,,特殊・タ,基本形,た,タ,タ
。,記号,句点,,,,,。,。,。
その,連体詞,,,,,,その,ソノ,ソノ
くせ,名詞,非自立,一般,,,,くせ,クセ,クセ
鼠,名詞,一般,,,,,鼠,ネズミ,ネズミ
は,助詞,係助詞,,,,,は,ハ,ワ
毎晩,名詞,副詞可能,,,,,毎晩,マイバン,マイバン
の,助詞,連体化,,,,,の,ノ,ノ
やう,名詞,非自立,助動詞語幹,,,,やう,ヤウ,ヨー
に,助詞,副詞化,,,,,に,ニ,ニ
天井,名詞,一般,,,,,天井,テンジョウ,テンジョー
裏,名詞,接尾,一般,,,,裏,ウラ,ウラ
を,助詞,格助詞,一般,,,,を,ヲ,ヲ
走り,動詞,自立,,,五段・ラ行,連用形,走る,ハシリ,ハシリ
ま,フィラー,,,,,,ま,マ,マ
は,助詞,係助詞,,,,,は,ハ,ワ
つて,名詞,一般,,,,,つて,ツテ,ツテ
ゐ,動詞,自立,,,一段,連用形,ゐる,ヰ,イ
た,助動詞,,,,特殊・タ,基本形,た,タ,タ
。,記号,句点,,,,,。,。,。
彼等,名詞,代名詞,一般,,,,彼等,カレラ,カレラ
は,助詞,係助詞,,,,,は,ハ,ワ
、,記号,読点,,,,,、,、,、
——,名詞,サ変接続,,,,,——,——,——
殊に,副詞,一般,,,,,殊に,コトニ,コトニ
彼,名詞,代名詞,一般,,,,彼,カレ,カレ
の,助詞,連体化,,,,,の,ノ,ノ
妻,名詞,一般,,,,,妻,ツマ,ツマ
は,助詞,係助詞,,,,,は,ハ,ワ
猫,名詞,一般,,,,,猫,ネコ,ネコ
の,助詞,連体化,,,,,の,ノ,ノ
横着,名詞,サ変接続,,,,,横着,オウチャク,オーチャク
を,助詞,格助詞,一般,,,,を,ヲ,ヲ
憎み,動詞,自立,,,五段・マ行,連用形,憎む,ニクミ,ニクミ
出し,動詞,非自立,,,五段・サ行,連用形,出す,ダシ,ダシ
た,助動詞,,,,特殊・タ,基本形,た,タ,タ
。,記号,句点,,,,,。,。,。
が,接続詞,,,,,,が,ガ,ガ
、,記号,読点,,,,,、,、,、
それ,名詞,代名詞,一般,,,,それ,ソレ,ソレ
は,助詞,係助詞,,,,,は,ハ,ワ
横着,名詞,形容動詞語幹,,,,,横着,オウチャク,オーチャク
で,助動詞,,,,特殊・ダ,連用形,だ,デ,デ
は,助詞,係助詞,,,,,は,ハ,ワ
なかつ,助動詞,,,,特殊・ナイ,連用タ接続,ない,ナカツ,ナカッ
た,助動詞,,,,特殊・タ,基本形,た,タ,タ
。,記号,句点,,,,,。,。,。
猫,名詞,一般,,,,,猫,ネコ,ネコ
は,助詞,係助詞,,,,,は,ハ,ワ
目,名詞,一般,,,,,目,メ,メ
に,助詞,格助詞,一般,,,,に,ニ,ニ
見え,動詞,自立,,,一段,連用形,見える,ミエ,ミエ
て,助詞,接続助詞,,,,,て,テ,テ
痩せ,動詞,自立,,,一段,連用形,痩せる,ヤセ,ヤセ
て,助詞,接続助詞,,,,,て,テ,テ
行き,動詞,非自立,,,五段・カ行促音便,連用形,行く,イキ,イキ
ながら,助詞,接続助詞,,,,,ながら,ナガラ,ナガラ
、,記号,読点,,,,,、,、,、
掃き溜め,名詞,一般,,,,,掃き溜め,ハキダメ,ハキダメ
の,助詞,連体化,,,,,の,ノ,ノ
魚,名詞,一般,,,,,魚,サカナ,サカナ
の,助詞,連体化,,,,,の,ノ,ノ
骨,名詞,一般,,,,,骨,ホネ,ホネ
など,助詞,副助詞,,,,,など,ナド,ナド
を,助詞,格助詞,一般,,,,を,ヲ,ヲ
あさ,形容詞,自立,,,形容詞・アウオ段,ガル接続,あさい,アサ,アサ
つ,助動詞,,,,下二・タ行,基本形,つ,ツ,ツ
て,助詞,接続助詞,,,,,て,テ,テ
ゐ,動詞,自立,,,一段,連用形,ゐる,ヰ,イ
た,助動詞,,,,特殊・タ,基本形,た,タ,タ
。,記号,句点,,,,,。,。,。
「,記号,括弧開,,,,,「,「,「
つまり,接続詞,,,,,,つまり,ツマリ,ツマリ
都会,名詞,一般,,,,,都会,トカイ,トカイ
的,名詞,接尾,形容動詞語幹,,,,的,テキ,テキ
に,助詞,副詞化,,,,,に,ニ,ニ
なつ,名詞,固有名詞,人名,名,,,なつ,ナツ,ナツ
た,助動詞,,,,特殊・タ,基本形,た,タ,タ
ん,名詞,非自立,一般,,,,ん,ン,ン
だ,助動詞,,,,特殊・ダ,基本形,だ,ダ,ダ
よ,助詞,終助詞,,,,,よ,ヨ,ヨ
。,記号,句点,,,,,。,。,。
」,記号,括弧閉,,,,,」,」,」
——,名詞,サ変接続,,,,,——,——,——
彼,名詞,代名詞,一般,,,,彼,カレ,カレ
は,助詞,係助詞,,,,,は,ハ,ワ
こんな,名詞,形容動詞語幹,,,,,こんな,コンナ,コンナ
こと,名詞,非自立,一般,,,,こと,コト,コト
を,助詞,格助詞,一般,,,,を,ヲ,ヲ
言,名詞,一般,,,,,言,ゲン,ゲン
つて,名詞,一般,,,,,つて,ツテ,ツテ
笑,名詞,一般,,,,,笑,ワライ,ワライ
つ,助詞,格助詞,一般,,,,つ,ツ,ツ
たり,助詞,並立助詞,,,,,たり,タリ,タリ
し,動詞,自立,,,サ変・スル,連用形,する,シ,シ
た,助動詞,,,,特殊・タ,基本形,た,タ,タ
。,記号,句点,,,,,。,。,。
その,連体詞,,,,,,その,ソノ,ソノ
うち,名詞,非自立,副詞可能,,,,うち,ウチ,ウチ
に,助詞,格助詞,一般,,,,に,ニ,ニ
彼等,名詞,代名詞,一般,,,,彼等,カレラ,カレラ
は,助詞,係助詞,,,,,は,ハ,ワ
もう一度,副詞,一般,,,,,もう一度,モウイチド,モーイチド
田舎,名詞,一般,,,,,田舎,イナカ,イナカ
住,名詞,一般,,,,,住,ジュウ,ジュー
ひ,名詞,一般,,,,,ひ,ヒ,ヒ
を,助詞,格助詞,一般,,,,を,ヲ,ヲ
する,動詞,自立,,,サ変・スル,基本形,する,スル,スル
こと,名詞,非自立,一般,,,,こと,コト,コト
に,助詞,格助詞,一般,,,,に,ニ,ニ
なつ,名詞,固有名詞,人名,名,,,なつ,ナツ,ナツ
た,助動詞,,,,特殊・タ,基本形,た,タ,タ
。,記号,句点,,,,,。,。,。
けれども,接続詞,,,,,,けれども,ケレドモ,ケレドモ
猫,名詞,一般,,,,,猫,ネコ,ネコ
は,助詞,係助詞,,,,,は,ハ,ワ
不,接頭詞,名詞接続,,,,,不,フ,フ
相変,動詞,自立,,,五段・ラ行,体言接続特殊２,相変る,アイカワ,アイカワ
少しも,副詞,一般,,,,,少しも,スコシモ,スコシモ
鼠,名詞,一般,,,,,鼠,ネズミ,ネズミ
を,助詞,格助詞,一般,,,,を,ヲ,ヲ
とら,動詞,自立,,,五段・ラ行,未然形,とる,トラ,トラ
なかつ,助動詞,,,,特殊・ナイ,連用タ接続,ない,ナカツ,ナカッ
た,助動詞,,,,特殊・タ,基本形,た,タ,タ
。,記号,句点,,,,,。,。,。
彼等,名詞,代名詞,一般,,,,彼等,カレラ,カレラ
は,助詞,係助詞,,,,,は,ハ,ワ
とうとう,副詞,一般,,,,,とうとう,トウトウ,トートー
愛想,名詞,一般,,,,,愛想,アイソ,アイソ
を,助詞,格助詞,一般,,,,を,ヲ,ヲ
つかし,動詞,自立,,,五段・サ行,連用形,つかす,ツカシ,ツカシ
、,記号,読点,,,,,、,、,、
気,名詞,一般,,,,,気,キ,キ
の,助詞,格助詞,一般,,,,の,ノ,ノ
強い,形容詞,自立,,,形容詞・アウオ段,基本形,強い,ツヨイ,ツヨイ
女中,名詞,一般,,,,,女中,ジョチュウ,ジョチュー
に,助詞,格助詞,一般,,,,に,ニ,ニ
言,名詞,一般,,,,,言,ゲン,ゲン
ひ,動詞,自立,,,一段,連用形,ひる,ヒ,ヒ
つけ,動詞,非自立,,,一段,連用形,つける,ツケ,ツケ
て,助詞,接続助詞,,,,,て,テ,テ
猫,名詞,一般,,,,,猫,ネコ,ネコ
を,助詞,格助詞,一般,,,,を,ヲ,ヲ
山,名詞,一般,,,,,山,ヤマ,ヤマ
の,助詞,連体化,,,,,の,ノ,ノ
中,名詞,非自立,副詞可能,,,,中,ナカ,ナカ
へ,助詞,格助詞,一般,,,,へ,ヘ,エ
捨て,動詞,自立,,,一段,未然形,捨てる,ステ,ステ
させ,動詞,接尾,,,一段,連用形,させる,サセ,サセ
て,助詞,接続助詞,,,,,て,テ,テ
しまつ,名詞,サ変接続,,,,,しまつ,シマツ,シマツ
た,助動詞,,,,特殊・タ,基本形,た,タ,タ
。,記号,句点,,,,,。,。,。
すると,接続詞,,,,,,すると,スルト,スルト
或,連体詞,,,,,,或,アル,アル
晩秋,名詞,一般,,,,,晩秋,バンシュウ,バンシュー
の,助詞,連体化,,,,,の,ノ,ノ
朝,名詞,副詞可能,,,,,朝,アサ,アサ
、,記号,読点,,,,,、,、,、
彼,名詞,代名詞,一般,,,,彼,カレ,カレ
は,助詞,係助詞,,,,,は,ハ,ワ
雑木林,名詞,一般,,,,,雑木林,ゾウキバヤシ,ゾーキバヤシ
の,助詞,連体化,,,,,の,ノ,ノ
中,名詞,非自立,副詞可能,,,,中,ナカ,ナカ
を,助詞,格助詞,一般,,,,を,ヲ,ヲ
歩い,動詞,自立,,,五段・カ行イ音便,連用タ接続,歩く,アルイ,アルイ
て,助詞,接続助詞,,,,,て,テ,テ
ゐる,動詞,自立,,,一段,基本形,ゐる,ヰル,イル
うち,名詞,非自立,副詞可能,,,,うち,ウチ,ウチ
に,助詞,格助詞,一般,,,,に,ニ,ニ
偶然,副詞,一般,,,,,偶然,グウゼン,グーゼン
この,連体詞,,,,,,この,コノ,コノ
猫,名詞,一般,,,,,猫,ネコ,ネコ
を,助詞,格助詞,一般,,,,を,ヲ,ヲ
発見,名詞,サ変接続,,,,,発見,ハッケン,ハッケン
し,動詞,自立,,,サ変・スル,連用形,する,シ,シ
た,助動詞,,,,特殊・タ,基本形,た,タ,タ
。,記号,句点,,,,,。,。,。
猫,名詞,一般,,,,,猫,ネコ,ネコ
は,助詞,係助詞,,,,,は,ハ,ワ
丁度,副詞,一般,,,,,丁度,チョウド,チョード
雀,名詞,一般,,,,,雀,スズメ,スズメ
を,助詞,格助詞,一般,,,,を,ヲ,ヲ
食,動詞,自立,,,一段,連用形,食る,クエ,クエ
つ,助動詞,,,,下二・タ行,基本形,つ,ツ,ツ
て,助詞,接続助詞,,,,,て,テ,テ
ゐ,動詞,自立,,,一段,連用形,ゐる,ヰ,イ
た,助動詞,,,,特殊・タ,基本形,た,タ,タ
。,記号,句点,,,,,。,。,。
彼,名詞,代名詞,一般,,,,彼,カレ,カレ
は,助詞,係助詞,,,,,は,ハ,ワ
腰,名詞,一般,,,,,腰,コシ,コシ
を,助詞,格助詞,一般,,,,を,ヲ,ヲ
かがめる,動詞,自立,,,一段,基本形,かがめる,カガメル,カガメル
やう,名詞,非自立,助動詞語幹,,,,やう,ヤウ,ヨー
に,助詞,格助詞,一般,,,,に,ニ,ニ
し,動詞,自立,,,サ変・スル,連用形,する,シ,シ
、,記号,読点,,,,,、,、,、
何,名詞,数,,,,,何,ナン,ナン
度,名詞,接尾,助数詞,,,,度,ド,ド
も,助詞,係助詞,,,,,も,モ,モ
猫,名詞,一般,,,,,猫,ネコ,ネコ
の,助詞,連体化,,,,,の,ノ,ノ
名,名詞,一般,,,,,名,ナ,ナ
を,助詞,格助詞,一般,,,,を,ヲ,ヲ
呼ん,動詞,自立,,,五段・バ行,連用タ接続,呼ぶ,ヨン,ヨン
で,助詞,接続助詞,,,,,で,デ,デ
見,動詞,自立,,,一段,連用形,見る,ミ,ミ
たり,助詞,並立助詞,,,,,たり,タリ,タリ
し,動詞,自立,,,サ変・スル,連用形,する,シ,シ
た,助動詞,,,,特殊・タ,基本形,た,タ,タ
。,記号,句点,,,,,。,。,。
が,接続詞,,,,,,が,ガ,ガ
、,記号,読点,,,,,、,、,、
猫,名詞,一般,,,,,猫,ネコ,ネコ
は,助詞,係助詞,,,,,は,ハ,ワ
鋭い,形容詞,自立,,,形容詞・アウオ段,基本形,鋭い,スルドイ,スルドイ
目,名詞,一般,,,,,目,メ,メ
に,助詞,格助詞,一般,,,,に,ニ,ニ
ぢ,名詞,一般,,,,,ぢ,ヂ,ジ
つと,副詞,一般,,,,,つと,ツト,ツト
彼,名詞,代名詞,一般,,,,彼,カレ,カレ
を,助詞,格助詞,一般,,,,を,ヲ,ヲ
見つめ,動詞,自立,,,一段,連用形,見つめる,ミツメ,ミツメ
た,助動詞,,,,特殊・タ,基本形,た,タ,タ
まま,名詞,非自立,副詞可能,,,,まま,ママ,ママ
、,記号,読点,,,,,、,、,、
寄りつか,動詞,自立,,,五段・カ行イ音便,未然形,寄りつく,ヨリツカ,ヨリツカ
う,助動詞,,,,不変化型,基本形,う,ウ,ウ
と,助詞,格助詞,一般,,,,と,ト,ト
する,動詞,自立,,,サ変・スル,基本形,する,スル,スル
気色,名詞,一般,,,,,気色,ケシキ,ケシキ
も,助詞,係助詞,,,,,も,モ,モ
見せ,動詞,自立,,,一段,未然形,見せる,ミセ,ミセ
なかつ,助動詞,,,,特殊・ナイ,連用タ接続,ない,ナカツ,ナカッ
た,助動詞,,,,特殊・タ,基本形,た,タ,タ
。,記号,句点,,,,,。,。,。
しかも,接続詞,,,,,,しかも,シカモ,シカモ
パリパリ,副詞,一般,,,,,パリパリ,パリパリ,パリパリ
音,名詞,一般,,,,,音,オト,オト
を,助詞,格助詞,一般,,,,を,ヲ,ヲ
立て,動詞,自立,,,一段,連用形,立てる,タテ,タテ
て,助詞,接続助詞,,,,,て,テ,テ
雀,名詞,一般,,,,,雀,スズメ,スズメ
の,助詞,連体化,,,,,の,ノ,ノ
骨,名詞,一般,,,,,骨,ホネ,ホネ
を,助詞,格助詞,一般,,,,を,ヲ,ヲ
噛み砕い,動詞,自立,,,五段・カ行イ音便,連用タ接続,噛み砕く,カミクダイ,カミクダイ
て,助詞,接続助詞,,,,,て,テ,テ
ゐ,動詞,自立,,,一段,連用形,ゐる,ヰ,イ
た,助動詞,,,,特殊・タ,基本形,た,タ,タ
。,記号,句点,,,,,。,。,。
二,名詞,数,,,,,二,ニ,ニ
　,記号,空白,,,,,　,　,　
河鹿,名詞,一般,,,,,河鹿,カジカ,カジカ
或,連体詞,,,,,,或,アル,アル
温泉,名詞,一般,,,,,温泉,オンセン,オンセン
に,助詞,格助詞,一般,,,,に,ニ,ニ
ゐる,動詞,自立,,,一段,基本形,ゐる,ヰル,イル
母,名詞,一般,,,,,母,ハハ,ハハ
から,助詞,格助詞,一般,,,,から,カラ,カラ
息子,名詞,一般,,,,,息子,ムスコ,ムスコ
へ,助詞,格助詞,一般,,,,へ,ヘ,エ
人伝,名詞,一般,,,,,人伝,ヒトヅテ,ヒトズテ
て,名詞,一般,,,,,て,テ,テ
に,助詞,格助詞,一般,,,,に,ニ,ニ
届け,動詞,自立,,,一段,連用形,届ける,トドケ,トドケ
た,助動詞,,,,特殊・タ,基本形,た,タ,タ
もの,名詞,非自立,一般,,,,もの,モノ,モノ
、,記号,読点,,,,,、,、,、
——,名詞,サ変接続,,,,,——,——,——
桜,名詞,接尾,一般,,,,桜,ザクラ,ザクラ
の,助詞,連体化,,,,,の,ノ,ノ
実,名詞,一般,,,,,実,ミ,ミ
、,記号,読点,,,,,、,、,、
笹,名詞,一般,,,,,笹,ササ,ササ
餅,名詞,一般,,,,,餅,モチ,モチ
、,記号,読点,,,,,、,、,、
土瓶,名詞,一般,,,,,土瓶,ドビン,ドビン
へ,助詞,格助詞,一般,,,,へ,ヘ,エ
入れ,動詞,自立,,,一段,連用形,入れる,イレ,イレ
た,助動詞,,,,特殊・タ,基本形,た,タ,タ
河鹿,名詞,一般,,,,,河鹿,カジカ,カジカ
